2|027308|TAPA  GASOLINA YBR LIBERO  XTZ125  FAZER  (REDONDA )|94|30500|6|||1
2|028|TORNILLO BRISTOL 6X70|94|1400|6|||1
2|02800|DESLIZADOR DE CADENA BOXER CT  PLATINO BM MV|94|11000|6|||1
2|02818|PEDAL CRANK FZ16|94|60000|6|||1
2|0284|PASADOR MORDAZA NS 200|94|7200|6|||1
2|028T|TORNILLO BRISTOL 6X55|94|1200|6|||1
2|029|TORNILLO BRISTOL 8X15|94|800|6|||1
2|02994|TENSOR CADENILLAS LIBERO 125|94|23000|6|||1
2|02995|TENSOR CADENILLAS FZ16|94|22500|6|||1
2|02997|TENSOR CADENILLAS PULSAR 135 DISCOVER 125ST|94|23500|6|||1
2|02998|TENSOR CADENILLAS DISCOVER 135|94|23000|6|||1
2|029AETJ|ANILLOS AKT 110  AGILITY 125 BWS 125  ( 1.00  ) TKRJ*|94|18500|6|||1
2|029T|TORNILLO BRISTOL 6X60|94|1700|6|||1
2|030|TORNILLO BRISTOL 8X20|94|1000|6|||1
2|03000|ARBOL DE LEVAS AKT 110|94|42000|6|||1
2|03004|TENSOR CADENA XR BROSS XLR  (17MM UNIDAD )|94|13500|6|||1
2|0301|TERMO ENCOJIBLE 10 ML  (METRO )|LM|4000|6|||1
2|03043|MANIGUETA DERECHA BWS 125|94|8000|6|||1
2|030T|TORNILLO BRISTOL 6X65|94|900|6|||1
2|031|TORNILLO BRISTOL 8X25|94|1200|6|||1
2|031101|KIT RETENEDORES BOXER MOTOR|94|12000|6|||1
2|031102|KIT RETENEDORES PLATINO 100|94|9500|6|||1
2|03129|FUELLES CORTO BWS 4T|94|16500|6|||1
2|031485|KIT TIJERA DISCOVER ST DISCOVER 125 ST BUJE CANASTILLAS|94|106000|6|||1
2|03156|GUAYA ACELERADOR BOXER CT M.V|94|10500|6|||1
2|031T|TORNILLO BRISTOL 6X80|94|1500|6|||1
2|032|TORNILLO BRISTOL 8X30|94|1300|6|||1
2|0320|SPROKET TRASERO AX 100|94|17000|6|||1
2|03229|FUELLES CORTO BWS 2T|94|12500|6|||1
2|0323|REGULADOR YAMAHA RECTIFICADOR|94|28000|6|||1
2|03273|TORNILLO FLANGE 8X85|94|2300|6|||1
2|0328|ORING 04  (GRUESO )|94|500|6|||1
2|0329|ORING 05  (GRUESO )|94|500|6|||1
2|032T|TORNILLO BRISTOL 6X90|94|1300|6|||1
2|033|TORNILLO BRISTOL 8X35|94|1300|6|||1
2|0330|ORING 06  (GRUESO ) EJE LEVAS CLUTCH ECO  (108 )|94|800|6|||1
2|0331|ORING 07  (GRUESO )|94|600|6|||1
2|03310|BASE ESPEJO IZQ10ML  ESPEJO (MOTO X )|94|5000|6|||1
2|0332|ORING 08  (GRUESO ) (110 )|94|800|6|||1
2|03329|EMPAQUE LLAVE GASOLINA|94|1200|6|||1
2|0333|ORING 208  (GRUESO ) TAPON SUPERIOR|94|1500|6|||1
2|0334|ORING 10  (GRUESO )|94|700|6|||1
2|0335|ORING 11  (GRUESO )|94|1000|6|||1
2|0336|ORING 12  (GRUESO )|94|800|6|||1
2|0337|ORING 13  (GRUESO )|94|800|6|||1
2|0338|ORING 14  (GRUESO )|94|1000|6|||1
2|033823|KIT TIJERA BOXER PLATINO100  23X33 10X230 BULCANIZADO|94|28000|6|||1
2|033854|KIT TIJERA XR NRX BROSS BUJE CANASTILLA|94|109000|6|||1
2|0339|ORING 15  (GRUESO )|94|1000|6|||1
2|034|TORNILLO BRISTOL 8X40|94|1700|6|||1
